mantaghe,tedad kol tabaghat,vahed,Mablaghe kol,metri,tabaghe,zir bana,khab,Balkon,telephone,ashpazkhaneh,open,behdashti,kafpoosh,parking,anbari,sen,nama,sanad,گاز,آسانسور,آیفون تصویری,کولر,درب ریموت کنترل,شوفاژ,پکیج,باز سازی شده,جکوزی,سونا,استخر,لابی,داکت اسپلیت,چیلر,روف گاردن,مسترروم,فاقد آسانسور,اسپلیت,سرویس مستخدم: سرايدار,سالن اجتماعات,فن کوئل,سالن بدنسازی,دوربین مداربسته,برق اضطراری,فلت,گرمایشی از کف,اعلام حریق,اطفاء حریق,جاروبرقی مرکزی,درب ضد سرقت,لندری,مبله,فروش با مستاجر,آنتن مرکزی,حیاط خلوت,سرویس مستخدم: دارد,باربیکیو,تابلو خور,سالن کنفرانس,سرویس مستخدم: نگهبان,هواساز,ماهواره مرکزی,شوتینگ زباله,سرویس مستخدم: لابي من,سرویس مستخدم: نگهبان/سرايدار
Farmanieh,3,2,30000000000,,,117,2,0,1,High-class,1,Persian,Ceramic,1,1,20-30,Brick,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,4,22000000000,252870000,3,87,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,13,2,67500000000,450000000,5,150,2,1,1,High-class,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,1,1.5E+11,500000000,2,300,3,1,1,High-gloss,1,Persian-Western,Stone Parquet,1,1,0-5,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,3,2,50000000000,227270000,3,220,3,1,1,MDF,1,Persian-Western,Stone,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,,76000000000,531460000,5,143,1,0,1,Pantry,0,Persian-Western,Ceramic,1,1,5-10,Stone,Residential,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,,42000000000,248520000,5,169,5,0,1,Pantry,0,Persian-Western,Ceramic,1,1,5-10,Stone,Residential,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,10,5,30000000000,500000000,7,60,1,1,1,MDF,1,Western,Stone,1,1,0-5,Stone,Administrative,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,7,2,,480000000,3,108,1,1,1,Pantry,0,Western,Stone,1,0,0-5,Stone,Residential,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,7,2,,480000000,3,108,1,1,1,Pantry,0,Western,Stone,1,0,0-5,Stone,Residential,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,3,2,32000000000,202530000,3,158,3,0,1,MDF,1,Western,Parquet,1,1,30+,Stone,Personal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,1,45000000000,277770000,5,162,3,1,1,High-gloss,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,6,4,,400000000,,110,2,0,1,Custom,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,2,36960000000,220000000,1,168,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,1,2,14500000000,170580000,1,85,3,1,1,Pantry,0,Persian,Ceramic,0,0,30+,Stone,Residential,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,3,19200000000,160000000,3,120,2,1,1,Pantry,0,Persian-Western,Mosaic,1,0,30+,Brick,Administrative,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,12,2,,,,200,3,1,1,High-class,0,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,30000000000,182920000,1,164,3,1,1,Wooden,1,Persian-Western,Stone,0,1,15-20,Stone,Personal,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,,13500000000,192850000,,70,1,0,1,MDF,1,Persian,Ceramic,0,0,20-30,Stone,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Kamranieh,4,1,8550000000,190000000,4,45,1,0,1,None,1,Persian-Western,Stone,0,1,0-5,Stone,Personal,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,5,1,36000000000,209300000,4,172,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,1,40530000000,210000000,2,193,3,1,1,MDF,1,Persian-Western,Stone,1,1,20-30,Stone,Personal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,12,2,,,,200,3,1,1,High-class,0,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,2,64800000000,270000000,3,240,3,1,1,High-class,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,17,,68000000000,,1,190,3,1,1,Wooden,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Kamranieh,4,1,8550000000,190000000,4,45,1,0,1,None,1,Persian-Western,Stone,0,1,0-5,Stone,Personal,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,,43000000000,284760000,2,151,3,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,1,30000000000,182920000,1,164,3,1,1,Wooden,1,Persian-Western,Stone,0,1,15-20,Stone,Personal,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,3,54280000000,460000000,1,118,2,1,1,Membrane,1,Persian-Western,Wooden,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,4,1,42400000000,200000000,3,212,4,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,5,2,36960000000,220000000,1,168,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,15000000000,154630000,3,97,2,0,1,MDF,1,Persian-Western,Ceramic,1,1,20-30,Stone & Brick,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown,6,2,,,2,101,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,9,6,,,,135,2,1,1,Unknown,0,Unknown,Unknown,0,0,0-5,Stone,Personal,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,18,4,22000000000,161760000,,136,3,0,1,Pantry,0,Western,Ceramic,1,0,10-15,Glass,Administrative,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,3,28120000000,190000000,3,148,3,0,1,Custom,1,Persian-Western,Stone,1,0,0-5,Composite,Personal,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,6,4,,400000000,,110,2,0,1,Custom,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,2,67600000000,260000000,1,260,3,1,1,Membrane,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,1,,,5,150,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Stone,Residential,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,3,24000000000,272720000,4,88,2,0,1,Pantry,0,Persian,Ceramic,1,1,0-5,Stone,Residential,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,,12710000000,155000000,3,82,2,0,1,MDF,1,Persian,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,,16000000000,160000000,1,100,2,1,1,MDF,1,Persian-Western,Stone,0,1,15-20,Stone,Personal,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,26000000000,185710000,4,140,3,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,3,1,10800000000,154280000,,70,1,0,1,Pantry,1,Persian,Parquet,0,1,5-10,Stone,Residential,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,27000000000,270000000,1,100,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,4,2,27700000000,192360000,1,144,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,4,,25000000000,171230000,,146,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Residential,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,30000000000,171420000,4,175,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,1,,,1,140,,0,1,MDF,1,Persian-Western,Stone,1,1,15-20,Composite,Residential,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,6,1,25000000000,145340000,2,172,3,0,1,MDF,1,Persian-Western,Parquet,1,1,5-10,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,87360000000,420000000,,208,3,1,1,Custom,0,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,5,2,59000000000,368750000,4,160,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrus,4,4,18900000000,236250000,4,80,2,0,1,High-class,1,Persian-Western,Ceramic,1,0,20-30,Stone,Personal,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Aghdasieh,5,2,55000000000,221770000,3,248,4,1,1,MDF,1,Western,Stone,1,1,15-20,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,,,5,175,3,1,1,MDF,1,Persian-Western,Stone,1,1,5-10,Stone,Personal,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,4,2,37490000000,230000000,4,163,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajrish,5,2,,,4,231,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aghdasieh,5,2,55000000000,221770000,3,248,4,1,1,MDF,1,Western,Stone,1,1,15-20,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,1,,,4,51,1,0,1,MDF,1,Persian-Western,Ceramic,0,0,10-15,Stone,Residential,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,4,2,37490000000,230000000,4,163,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,5,2,24500000000,172530000,3,142,3,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,11,3,,,6,236,3,1,1,High-gloss,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,33000000000,244440000,2,135,3,0,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajudanieh,9,4,,,5,125,3,1,1,MDF,1,Persian-Western,Stone,1,1,15-20,Stone,Promissory,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,4,2,24000000000,220180000,2,109,2,1,1,High-gloss,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,2,22500000000,250000000,1,90,2,0,1,MDF,1,Persian-Western,Stone,1,1,10-15,Stone,Personal,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasdaran,5,6,26000000000,211380000,2,123,2,1,1,Membrane,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,9,,32500000000,250000000,2,130,3,0,1,Membrane,1,Persian-Western,Stone,0,1,15-20,Glass,Residential,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,4,30000000000,306120000,4,98,2,1,1,MDF,1,Persian-Western,Stone,1,1,0-5,Unknown,Residential,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,5,2,67500000000,263670000,2,256,4,0,1,MDF,1,Persian-Western,Ceramic,1,1,10-15,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,2,23400000000,200000000,3,117,2,0,1,MDF,1,Persian-Western,Ceramic,1,1,30+,3cm Brick,Personal,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,5,2,23000000000,209090000,5,110,2,1,1,High-class,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,6,2,21000000000,244180000,1,86,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gholhak,4,2,,,1,72,2,1,1,MDF,0,Western,Parquet,0,0,20-30,Stone,Personal,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmanieh,6,,29750000000,350000000,2,85,1,1,1,MDF,1,Persian-Western,Ceramic,1,0,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,1,,,1,105,2,1,1,MDF,1,Persian-Western,Ceramic,0,1,20-30,Stone,Personal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,,,4,127,2,1,1,Pantry,0,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,6,1,,,1,105,2,1,1,MDF,1,Persian-Western,Ceramic,0,1,20-30,Stone,Personal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,30,4,22000000000,183330000,,120,2,1,1,MDF,1,Persian,Parquet,1,1,15-20,Cement Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darband,6,2,21000000000,244180000,1,86,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekhtiarieh,4,1,13500000000,250000000,3,54,1,0,1,Membrane,1,Persian-Western,Stone,0,0,0-5,Stone,Personal,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,4,1,8000000000,150940000,2,53,1,0,1,MDF,1,Persian-Western,Ceramic,0,1,5-10,Stone,Personal,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,3,2,25000000000,115200000,,217,3,1,1,MDF,1,Persian-Western,Stone,0,1,30+,Stone,Personal,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,2,29340000000,180000000,5,163,3,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirdamad,5,1,40750000000,250000000,1,163,3,1,1,Custom,1,Persian-Western,Stone,1,1,0-5,Stone,Personal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,2,19210000000,170000000,1,113,2,1,1,MDF,1,Persian-Western,Ceramic,1,1,15-20,Stone,Personal,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niavaran,6,1,7000000000,100000000,1,68,1,1,1,MDF,1,Persian,Ceramic,0,1,10-15,Stone,Personal,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gheytarieh,5,2,,,1,100,2,1,1,Custom,1,Persian-Western,Ceramic,1,1,0-5,Stone,Personal,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
